codusu,nro_hogar,edad,ingreso,varon,mujer,con_pareja,sin_pareja,si_cobertura,no_cobertura,prim_inc,prim_com,sec_inc,sec_com,uni_inc,uni_comp,sin_instrucc,estado_desocupado,estado_inactivo,estado_menor de 10 años,estado_no respuesta,estado_ocupado,inactividad_ama de casa,inactividad_discapacitado,inactividad_estudiante,inactividad_jubilado/pensionado,inactividad_menor de 6 años,inactividad_otros,inactividad_rentista,realizada,trimestre,region,mas_500,aglomerado,pondera,iv1,iv5,iv12_1,iv12_2,iv12_3,ii1,ii2,ii3,ii7,v1,v2,v21,v22,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19_a,v19_b,itf,decifr,rdecifr,gdecifr,adecifr,deccfr,rdeccfr,gdeccfr,adeccfr,vii1_1,vii1_2,vii2_1,vii2_2,vii2_3,vii2_4,componente,ch09,ch10,ch11,ch12,ch13,ch15,ch16,estado,cat_ocup,pp02c1,pp02c2,pp02c3,pp02c4,pp02c5,pp02c6,pp02c7,pp02c8,pp02e,pp02h,pp02i,decocur,rdecocur,gdecocur,adecocur,desocupado,proporcion_trabajando,total_personas,tasa_parcial,prom_edad_hogar
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,13,73333.33,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,3,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,13,73333.33,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,4,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,13,73333.33,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,5,1,1,1,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,13,73333.33,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,6,1,1,1,2,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,11,73333.33,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,1,1,2,0,2,1,4,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5.0,5,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,11,73333.33,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,2,1,2,0,2,1,4,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,11,73333.33,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,3,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,11,73333.33,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,4,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,11,73333.33,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,5,1,1,1,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,11,73333.33,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,6,1,1,1,2,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,10,73333.33,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,1,1,2,0,2,1,4,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5.0,5,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,10,73333.33,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,2,1,2,0,2,1,4,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,10,73333.33,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,3,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,10,73333.33,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,4,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,10,73333.33,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,5,1,1,1,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,10,73333.33,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,6,1,1,1,2,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,8,73333.33,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,1,1,2,0,2,1,4,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5.0,5,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,8,73333.33,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,2,1,2,0,2,1,4,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,8,73333.33,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,3,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,8,73333.33,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,4,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,8,73333.33,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,5,1,1,1,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNOXPSHMOLRCDEIJAH00802225,1.0,8,73333.33,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,2411.0,1,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,440000.0,5,5,5.0,5,2,2,2.0,2,2,0,98,0,0,0,6,1,1,1,2,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,6,0,19.333333333333332
TQRMNORYQHLOQUCDEIJAH00855080,1.0,32,266666.67,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,1,1,2,0,4,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,9,10.0,10,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,32,266666.67,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,3,1,1,2,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,32,266666.67,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,4,1,1,2,2,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,11,266666.67,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,1,1,2,0,4,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,9,10.0,10,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,11,266666.67,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,3,1,1,2,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,11,266666.67,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,4,1,1,2,2,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,7,266666.67,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,1,1,2,0,4,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,9,10.0,10,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,7,266666.67,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,3,1,1,2,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,16.666666666666668
TQRMNORYQHLOQUCDEIJAH00855080,1.0,7,266666.67,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,4397.0,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,800000.0,8,8,8.0,8,7,7,7.0,8,1,0,98,0,0,0,4,1,1,2,2,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,3,0,16.666666666666668
TQRMNOPTVHKLLPCDEIIAD00859256,1.0,26,1000000.0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,1329.0,1,1,2,2,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1000000.0,9,8,9.0,7,10,10,10.0,10,1,0,98,0,0,0,1,1,2,0,7,2,3,3,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,10.0,9,0,1.0,1,0,26.0
TQSMNOUYUHMMNQCDEIJAH00859189,1.0,69,245000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,1425.0,2,1,2,2,2,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,490000.0,5,5,5.0,6,7,6,6.0,7,1,2,98,0,0,0,1,1,2,0,4,1,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,0,1.0,2,0,67.0
TQSMNOUYUHMMNQCDEIJAH00859189,1.0,69,245000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,1425.0,2,1,2,2,2,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,490000.0,5,5,5.0,6,7,6,6.0,7,1,2,98,0,0,0,2,1,2,0,2,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,1.0,2,0,67.0
TQSMNOUYUHMMNQCDEIJAH00859189,1.0,65,245000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,1425.0,2,1,2,2,2,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,490000.0,5,5,5.0,6,7,6,6.0,7,1,2,98,0,0,0,1,1,2,0,4,1,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,0,1.0,2,0,67.0
TQSMNOUYUHMMNQCDEIJAH00859189,1.0,65,245000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,1425.0,2,1,2,2,2,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,490000.0,5,5,5.0,6,7,6,6.0,7,1,2,98,0,0,0,2,1,2,0,2,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,1.0,2,0,67.0
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,1,1,2,0,7,2,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,10.0,10,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,2,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,3,1,1,2,7,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,4,1,1,2,7,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,1,1,2,0,7,2,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,10.0,10,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,2,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,3,1,1,2,7,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,52,250000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,4,1,1,2,7,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,23,250000.0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,1,1,2,0,7,2,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,10.0,10,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,23,250000.0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,2,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,23,250000.0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,3,1,1,2,7,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,23,250000.0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,4,1,1,2,7,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.25,4,0,36.5
TQRMNOSQUHJOPMCDEIJAH00793850,1.0,19,250000.0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,33,3371.0,1,1,2,2,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1000000.0,9,8,9.0,9,7,6,6.0,7,2,0,4,0,0,0,1,1,2,0,7,2,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,10.0,10,0,0.25,4,0,36.5
