codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf
186983  ,1.0,2,24.0,5,1,5,2,0.0,333.3333333333333
186983  ,1.0,2,51.0,2,1,2,3,4,333.3333333333333
187124  ,1.0,2,40.0,2,4,3,1,0.0,50.0
187124  ,1.0,1,12.0,5,4,2,3,3,50.0
187124  ,1.0,2,9.0,5,4,1,4,3,50.0
187163  ,1.0,1,36.0,2,2,4,1,0.0,333.3333333333333
187163  ,1.0,2,33.0,2,2,6,3,4,333.3333333333333
187163  ,1.0,1,5.0,5,2,7,4,5,333.3333333333333
187245  ,1.0,2,68.0,4,4,2,3,7,0.0
187245  ,1.0,2,36.0,5,4,7,3,6,0.0
187245  ,1.0,2,27.0,1,4,1,3,4,0.0
187245  ,1.0,1,33.0,1,4,1,1,0.0,0.0
187245  ,1.0,1,9.0,5,4,1,4,3,0.0
187245  ,1.0,2,7.0,5,4,1,4,3,0.0
187245  ,1.0,1,5.0,5,4,7,4,5,0.0
187245  ,1.0,2,1.0,5,4,7,4,5,0.0
187486  ,1.0,2,52.0,3,1,6,1,0.0,666.6666666666666
187486  ,1.0,2,24.0,5,1,5,3,3,666.6666666666666
187486  ,1.0,1,18.0,5,1,5,3,3,666.6666666666666
187597  ,1.0,2,81.0,4,1,1,3,1,400.0
187725  ,2.0,2,43.0,3,4,2,1,0.0,50.0
187725  ,2.0,2,4.0,5,4,7,4,5,50.0
187773  ,1.0,1,68.0,2,4,4,1,0.0,83.33333333333333
187773  ,1.0,2,66.0,2,4,3,3,4,83.33333333333333
187773  ,1.0,1,28.0,5,4,5,3,3,83.33333333333333
187838  ,1.0,1,43.0,3,4,3,1,0.0,650.0
187950  ,2.0,2,63.0,5,4,2,3,4,150.0
187955  ,1.0,1,32.0,1,4,2,1,0.0,50.0
187955  ,1.0,2,25.0,1,4,3,3,4,50.0
187955  ,1.0,1,6.0,5,4,1,4,3,50.0
187955  ,1.0,1,4.0,5,4,7,4,5,50.0
187955  ,1.0,2,2.0,5,4,7,4,5,50.0
187955  ,1.0,1,0,5,4,7,4,5,50.0
188006  ,1.0,1,53.0,2,4,3,2,0.0,0.0
188006  ,1.0,2,50.0,2,4,3,2,0.0,0.0
188006  ,1.0,1,17.0,5,4,4,3,7,0.0
188024  ,1.0,1,77.0,2,1,1,3,1,200.0
188024  ,1.0,2,59.0,2,1,3,3,4,200.0
188029  ,1.0,1,74.0,2,1,2,3,1,120.0
188029  ,1.0,2,72.0,2,1,2,3,4,120.0
188173  ,1.0,1,39.0,2,1,2,1,0.0,112.0
188173  ,1.0,2,32.0,2,1,2,2,0.0,112.0
188173  ,1.0,1,14.0,5,1,3,3,3,112.0
188173  ,1.0,1,11.0,5,1,1,3,3,112.0
188173  ,1.0,2,9.0,5,1,1,4,3,112.0
188229  ,1.0,2,80.0,4,1,2,3,1,720.0
188229  ,1.0,1,50.0,5,1,2,1,0.0,720.0
188233  ,1.0,1,65.0,1,4,2,1,0.0,225.0
188233  ,1.0,2,46.0,1,4,3,1,0.0,225.0
188268  ,1.0,1,24.0,1,1,3,1,0.0,150.0
188268  ,1.0,2,21.0,1,1,3,2,0.0,150.0
188268  ,1.0,1,4.0,5,1,7,4,5,150.0
188269  ,1.0,1,53.0,2,4,6,1,0.0,1216.6666666666667
188269  ,1.0,2,56.0,2,4,4,1,0.0,1216.6666666666667
188269  ,1.0,2,19.0,5,4,5,1,0.0,1216.6666666666667
188358  ,1.0,1,71.0,3,1,2,1,0.0,380.0
188527  ,1.0,1,46.0,2,1,4,2,0.0,200.0
188527  ,1.0,2,43.0,2,1,4,2,0.0,200.0
188527  ,1.0,1,10.0,5,1,1,3,3,200.0
188621  ,1.0,1,32.0,2,1,4,1,0.0,275.0
188621  ,1.0,2,28.0,2,1,3,2,0.0,275.0
188621  ,1.0,1,5.0,5,1,1,4,5,275.0
188621  ,1.0,2,3.0,5,1,7,4,5,275.0
188690  ,1.0,1,73.0,2,2,2,3,1,510.0
188690  ,1.0,2,68.0,2,2,4,1,0.0,510.0
188709  ,1.0,1,34.0,2,1,6,1,0.0,433.3333333333333
188709  ,1.0,2,40.0,2,1,3,3,4,433.3333333333333
188709  ,1.0,2,3.0,5,1,7,4,5,433.3333333333333
189032  ,1.0,1,62.0,2,4,1,2,0.0,0.0
189032  ,1.0,2,60.0,2,4,2,3,4,0.0
189032  ,2.0,1,30.0,2,4,5,1,0.0,87.5
189032  ,2.0,2,24.0,2,4,4,1,0.0,87.5
189032  ,2.0,2,4.0,5,4,7,4,5,87.5
189032  ,2.0,1,2.0,5,4,7,4,5,87.5
189148  ,1.0,2,48.0,3,1,6,1,0.0,1350.0
189185  ,1.0,1,58.0,3,1,1,1,0.0,68.75
189185  ,1.0,2,19.0,5,4,3,2,0.0,68.75
189185  ,1.0,2,18.0,5,4,2,2,0.0,68.75
189185  ,1.0,1,10.0,5,4,1,3,3,68.75
189185  ,1.0,1,13.0,5,4,2,3,3,68.75
189185  ,1.0,2,7.0,5,4,1,4,3,68.75
189185  ,1.0,2,6.0,5,4,7,4,3,68.75
189185  ,1.0,1,0,5,4,7,4,5,68.75
189273  ,1.0,1,28.0,1,4,3,1,0.0,700.0
189273  ,1.0,2,19.0,1,4,3,1,0.0,700.0
189396  ,1.0,2,61.0,4,1,7,3,1,250.0
189396  ,1.0,1,27.0,5,4,5,2,0.0,250.0
189507  ,1.0,1,31.0,2,4,3,1,0.0,36.666666666666664
189507  ,1.0,2,32.0,2,4,3,1,0.0,36.666666666666664
189507  ,1.0,1,13.0,5,4,3,3,3,36.666666666666664
189507  ,1.0,2,11.0,5,4,1,3,3,36.666666666666664
189507  ,1.0,1,2.0,5,4,7,4,5,36.666666666666664
189507  ,1.0,2,1.0,5,4,7,4,5,36.666666666666664
189513  ,1.0,1,60.0,3,4,1,1,0.0,600.0
189613  ,1.0,1,53.0,1,2,2,1,0.0,375.0
189613  ,1.0,2,39.0,1,2,3,1,0.0,375.0
189613  ,1.0,1,6.0,5,2,1,4,3,375.0
189613  ,1.0,2,0,5,2,7,4,5,375.0
189834  ,1.0,2,50.0,4,4,1,1,0.0,75.0
189834  ,1.0,2,18.0,5,4,2,3,4,75.0
189834  ,1.0,2,8.0,5,4,1,4,3,75.0
189834  ,1.0,2,0,5,4,7,4,5,75.0
189869  ,1.0,1,34.0,1,1,6,1,0.0,87.5
189869  ,1.0,2,30.0,1,4,4,2,0.0,87.5
189869  ,1.0,2,8.0,5,1,1,4,3,87.5
189869  ,1.0,1,3.0,5,1,7,4,5,87.5
189971  ,1.0,2,48.0,3,1,6,1,0.0,390.0
189971  ,1.0,1,14.0,5,1,3,3,3,390.0
189971  ,1.0,2,12.0,5,1,1,3,3,390.0
190006  ,1.0,1,30.0,2,1,4,1,0.0,312.5
190006  ,1.0,2,29.0,2,1,3,3,4,312.5
190006  ,1.0,2,4.0,5,1,7,4,5,312.5
190006  ,1.0,2,0,5,1,7,4,5,312.5
190042  ,1.0,1,47.0,1,1,2,1,0.0,95.0
190042  ,1.0,2,38.0,1,1,7,3,4,95.0
190042  ,1.0,1,17.0,5,1,3,2,0.0,95.0
190042  ,1.0,2,14.0,5,1,1,3,3,95.0
190042  ,1.0,2,12.0,5,1,1,3,3,95.0
190042  ,1.0,1,11.0,5,1,1,3,3,95.0
190042  ,1.0,1,9.0,5,1,1,4,3,95.0
190042  ,1.0,2,5.0,5,1,7,4,5,95.0
190042  ,1.0,1,2.0,5,1,7,4,5,95.0
190042  ,1.0,1,49.0,5,4,2,1,0.0,95.0
190160  ,1.0,1,64.0,2,1,4,3,1,1250.0
190160  ,1.0,2,67.0,2,1,4,3,4,1250.0
190228  ,1.0,1,38.0,2,1,4,1,0.0,250.0
190228  ,1.0,2,40.0,2,1,2,3,4,250.0
190228  ,1.0,1,13.0,5,1,3,3,3,250.0
190228  ,1.0,2,15.0,5,1,3,3,3,250.0
190325  ,1.0,1,67.0,2,4,1,3,7,66.66666666666667
190325  ,1.0,2,56.0,2,4,7,3,4,66.66666666666667
190325  ,1.0,1,37.0,1,4,2,1,0.0,66.66666666666667
190325  ,1.0,2,25.0,1,4,1,3,7,66.66666666666667
190325  ,1.0,1,33.0,5,4,1,1,0.0,66.66666666666667
190325  ,1.0,2,29.0,5,4,1,2,0.0,66.66666666666667
190325  ,1.0,2,19.0,5,4,3,2,0.0,66.66666666666667
190325  ,1.0,2,13.0,5,4,2,3,3,66.66666666666667
190325  ,1.0,1,0,5,4,7,4,5,66.66666666666667
190334  ,1.0,2,25.0,1,4,2,3,4,140.0
190334  ,1.0,1,33.0,1,4,1,1,0.0,140.0
190334  ,1.0,1,21.0,5,4,3,2,0.0,140.0
190334  ,1.0,2,1.0,5,4,7,4,5,140.0
190527  ,1.0,1,56.0,2,1,4,1,0.0,340.0
190527  ,1.0,2,54.0,2,1,4,3,1,340.0
190527  ,1.0,2,25.0,5,1,5,2,0.0,340.0
190527  ,1.0,2,18.0,5,1,5,3,3,340.0
190527  ,1.0,1,19.0,5,1,5,3,3,340.0
190531  ,1.0,1,45.0,2,1,4,1,0.0,250.0
190531  ,1.0,2,34.0,2,1,4,3,4,250.0
190531  ,1.0,1,14.0,5,1,2,3,3,250.0
190531  ,1.0,1,12.0,5,1,1,3,3,250.0
190559  ,1.0,1,63.0,2,1,2,1,0.0,433.3333333333333
190559  ,1.0,2,62.0,2,4,2,3,7,433.3333333333333
190559  ,1.0,2,39.0,5,4,5,1,0.0,433.3333333333333
190659  ,1.0,1,27.0,2,4,4,1,0.0,83.33333333333333
190659  ,1.0,2,25.0,2,4,4,3,4,83.33333333333333
190659  ,1.0,2,4.0,5,4,7,4,5,83.33333333333333
190835  ,1.0,2,22.0,5,4,4,2,0.0,225.0
190835  ,1.0,1,7.0,5,4,1,4,3,225.0
191080  ,1.0,2,61.0,4,1,1,3,1,350.0
191102  ,1.0,1,37.0,1,4,2,1,0.0,266.6666666666667
191102  ,1.0,2,34.0,1,4,5,3,3,266.6666666666667
191102  ,1.0,2,6.0,5,4,1,4,3,266.6666666666667
191179  ,1.0,2,66.0,4,4,1,3,4,94.875
191179  ,1.0,1,35.0,2,1,2,1,0.0,94.875
191179  ,1.0,2,28.0,5,1,3,3,7,94.875
191179  ,1.0,2,13.0,5,1,3,3,3,94.875
191179  ,1.0,2,12.0,5,1,1,3,3,94.875
191179  ,1.0,2,9.0,5,1,1,4,3,94.875
191179  ,1.0,2,4.0,5,1,7,4,5,94.875
191179  ,1.0,1,2.0,5,1,7,4,5,94.875
191184  ,1.0,1,47.0,1,1,6,1,0.0,750.0
191184  ,1.0,2,46.0,1,1,6,3,4,750.0
191184  ,1.0,2,13.0,5,1,2,3,3,750.0
191184  ,1.0,1,12.0,5,1,1,3,3,750.0
191288  ,1.0,1,25.0,2,4,5,1,0.0,400.0
191288  ,1.0,2,22.0,2,4,4,3,4,400.0
191433  ,1.0,2,44.0,3,4,1,1,0.0,1250.0
191433  ,1.0,2,20.0,5,4,5,1,0.0,1250.0
191582  ,1.0,1,39.0,2,1,4,1,0.0,128.33333333333334
191582  ,1.0,2,34.0,2,1,2,1,0.0,128.33333333333334
191582  ,1.0,2,16.0,5,1,3,3,3,128.33333333333334
191582  ,1.0,1,12.0,5,1,1,3,3,128.33333333333334
191582  ,1.0,1,10.0,5,1,1,3,3,128.33333333333334
191582  ,1.0,2,8.0,5,1,1,4,3,128.33333333333334
191590  ,1.0,2,50.0,3,4,3,1,0.0,80.0
191590  ,1.0,2,10.0,5,4,1,3,3,80.0
191800  ,1.0,2,64.0,5,1,2,3,1,520.0
191922  ,1.0,1,46.0,2,1,4,1,0.0,742.5
191922  ,1.0,2,45.0,2,1,5,1,0.0,742.5
191922  ,1.0,1,14.0,5,1,3,3,3,742.5
191922  ,1.0,1,10.0,5,1,1,3,3,742.5
192393  ,1.0,1,56.0,3,1,4,1,0.0,1000.0
192418  ,1.0,2,57.0,5,4,1,1,0.0,100.0
192418  ,1.0,2,24.0,5,4,1,2,0.0,100.0
192418  ,1.0,1,27.0,5,4,1,1,0.0,100.0
192418  ,1.0,2,2.0,5,4,7,4,5,100.0
192773  ,1.0,1,37.0,2,1,5,1,0.0,500.0
192773  ,1.0,2,39.0,2,1,5,1,0.0,500.0
192773  ,1.0,2,5.0,5,1,7,4,5,500.0
192773  ,1.0,1,1.0,5,1,7,4,5,500.0
192782  ,1.0,1,45.0,2,1,4,1,0.0,266.6666666666667
192782  ,1.0,2,44.0,2,1,2,1,0.0,266.6666666666667
192782  ,1.0,2,16.0,5,1,3,3,3,266.6666666666667
192849  ,1.0,2,53.0,3,2,4,1,0.0,300.0
192849  ,1.0,2,14.0,5,2,3,2,0.0,300.0
192901  ,1.0,2,39.0,5,2,6,1,0.0,900.0
193068  ,1.0,2,42.0,3,1,6,1,0.0,600.0
193068  ,1.0,1,16.0,5,1,3,3,3,600.0
193068  ,1.0,2,14.0,5,1,3,3,3,600.0
193416  ,1.0,2,47.0,2,4,2,3,4,121.66666666666667
193416  ,1.0,2,11.0,5,4,1,3,3,121.66666666666667
193417  ,1.0,1,30.0,1,4,2,1,0.0,111.66666666666667
193417  ,1.0,2,38.0,1,1,5,1,0.0,111.66666666666667
193417  ,1.0,1,14.0,5,1,3,3,3,111.66666666666667
193417  ,1.0,2,13.0,5,1,2,3,4,111.66666666666667
193417  ,1.0,2,1.0,5,4,7,4,5,111.66666666666667
193417  ,1.0,1,3.0,5,4,7,4,5,111.66666666666667
193478  ,1.0,2,74.0,4,1,1,3,1,340.0
193553  ,1.0,1,78.0,2,1,2,3,1,405.0
193553  ,1.0,2,74.0,2,1,2,3,4,405.0
193665  ,1.0,1,69.0,2,4,2,1,0.0,150.0
193665  ,1.0,2,49.0,5,1,4,1,0.0,150.0
193665  ,1.0,1,26.0,5,4,4,2,0.0,150.0
193665  ,1.0,1,79.0,5,4,7,3,6,150.0
193717  ,1.0,1,51.0,2,1,1,1,0.0,333.75
193717  ,1.0,2,53.0,2,1,2,1,0.0,333.75
193717  ,1.0,2,25.0,2,1,4,1,0.0,333.75
193717  ,1.0,1,26.0,2,1,4,1,0.0,333.75
193717  ,1.0,2,18.0,5,1,4,3,7,333.75
193717  ,1.0,2,7.0,5,1,1,4,3,333.75
193717  ,1.0,1,2.0,5,1,7,4,5,333.75
193717  ,1.0,1,1.0,5,1,7,4,5,333.75
193833  ,1.0,1,24.0,2,4,3,1,0.0,120.0
193833  ,1.0,2,26.0,2,4,2,3,4,120.0
193833  ,1.0,2,6.0,5,4,1,4,3,120.0
193833  ,1.0,2,3.0,5,4,7,4,5,120.0
193833  ,1.0,1,1.0,5,4,7,4,5,120.0
193956  ,1.0,1,61.0,2,4,2,3,4,200.0
193956  ,1.0,2,56.0,2,4,2,1,0.0,200.0
193961  ,1.0,1,57.0,2,4,1,1,0.0,100.0
193961  ,1.0,2,57.0,2,4,1,3,4,100.0
193961  ,1.0,1,22.0,5,4,1,1,0.0,100.0
194127  ,1.0,1,55.0,5,4,2,2,0.0,0.0
194129  ,1.0,1,40.0,1,1,2,1,0.0,50.0
194129  ,1.0,2,37.0,1,1,2,3,4,50.0
194129  ,1.0,2,18.0,5,1,3,1,0.0,50.0
194129  ,1.0,2,17.0,5,1,3,3,4,50.0
194129  ,1.0,2,15.0,5,1,2,3,3,50.0
194129  ,1.0,1,13.0,5,1,1,3,3,50.0
194129  ,1.0,1,10.0,5,1,1,3,3,50.0
194129  ,1.0,1,8.0,5,1,1,4,3,50.0
194129  ,1.0,2,3.0,5,1,7,4,5,50.0
194242  ,1.0,1,42.0,2,4,1,1,0.0,87.5
194242  ,1.0,2,37.0,2,4,1,3,3,87.5
194242  ,1.0,2,17.0,5,4,1,3,7,87.5
194242  ,1.0,2,6.0,5,4,1,4,3,87.5
194243  ,1.0,2,36.0,5,4,2,1,0.0,193.33333333333334
194243  ,1.0,2,9.0,5,4,1,4,3,193.33333333333334
194243  ,1.0,2,16.0,5,4,3,3,3,193.33333333333334
194249  ,1.0,1,38.0,1,4,3,1,0.0,80.0
194249  ,1.0,2,32.0,1,4,3,1,0.0,80.0
194249  ,1.0,2,13.0,5,1,2,3,3,80.0
194249  ,1.0,1,11.0,5,1,1,3,3,80.0
194249  ,1.0,2,3.0,5,4,7,4,5,80.0
194290  ,1.0,2,65.0,4,2,4,2,0.0,400.0
194499  ,1.0,1,37.0,5,1,2,1,0.0,780.0
194499  ,1.0,1,17.0,5,1,3,3,3,780.0
194641  ,1.0,2,48.0,4,3,4,1,0.0,50.0
194641  ,1.0,2,15.0,5,3,3,3,4,50.0
194641  ,1.0,2,14.0,5,3,3,3,3,50.0
194797  ,1.0,1,49.0,2,2,4,1,0.0,171.42857142857142
194797  ,1.0,2,50.0,2,2,4,1,0.0,171.42857142857142
194797  ,1.0,1,24.0,2,2,4,1,0.0,171.42857142857142
194797  ,1.0,2,14.0,5,2,3,3,3,171.42857142857142
194797  ,1.0,2,12.0,5,2,1,3,3,171.42857142857142
194797  ,1.0,2,23.0,2,4,6,3,4,171.42857142857142
194797  ,1.0,1,3.0,5,4,7,4,5,171.42857142857142
194808  ,1.0,1,54.0,2,4,1,1,0.0,160.0
194808  ,1.0,2,42.0,2,4,1,1,0.0,160.0
194808  ,1.0,2,21.0,5,4,5,2,0.0,160.0
194808  ,1.0,2,20.0,5,4,5,3,3,160.0
194808  ,1.0,2,7.0,5,4,1,4,3,160.0
195002  ,1.0,1,70.0,2,1,1,1,0.0,150.5
195002  ,1.0,2,69.0,2,1,1,3,4,150.5
195021  ,1.0,1,43.0,2,4,1,1,0.0,90.0
195021  ,1.0,2,51.0,2,4,1,2,0.0,90.0
195021  ,1.0,2,20.0,5,4,2,2,0.0,90.0
195021  ,1.0,1,10.0,5,4,1,3,3,90.0
195044  ,1.0,1,62.0,3,4,1,1,0.0,883.3333333333334
195044  ,1.0,2,30.0,5,4,4,1,0.0,883.3333333333334
195044  ,1.0,2,23.0,5,4,3,1,0.0,883.3333333333334
195181  ,1.0,1,69.0,2,1,1,3,1,137.5
195181  ,1.0,2,73.0,2,1,1,3,7,137.5
195181  ,1.0,2,11.0,5,4,1,3,3,137.5
195181  ,1.0,2,36.0,5,4,2,1,0.0,137.5
195326  ,1.0,1,56.0,1,1,6,1,0.0,460.0
195326  ,1.0,2,50.0,1,4,4,3,4,460.0
195326  ,1.0,1,26.0,5,4,1,3,4,460.0
195326  ,1.0,2,17.0,5,1,5,3,3,460.0
195326  ,1.0,1,87.0,4,1,2,3,1,460.0
195426  ,1.0,1,54.0,2,1,2,1,0.0,1375.0
195426  ,1.0,2,52.0,2,1,2,1,0.0,1375.0
195517  ,1.0,1,71.0,2,4,7,2,0.0,175.0
195517  ,1.0,2,72.0,2,4,1,3,1,175.0
195588  ,1.0,1,51.0,1,1,6,1,0.0,966.6666666666666
195588  ,1.0,2,46.0,1,1,6,1,0.0,966.6666666666666
195588  ,1.0,1,9.0,5,1,1,4,3,966.6666666666666
195592  ,1.0,2,59.0,4,4,2,1,0.0,100.0
195594  ,1.0,1,54.0,5,4,1,2,0.0,150.0
195594  ,1.0,2,78.0,5,1,1,3,1,150.0
195633  ,1.0,1,44.0,5,1,4,1,0.0,300.0
195633  ,1.0,2,67.0,4,1,1,3,4,300.0
195690  ,1.0,2,34.0,3,12,4,1,0.0,375.0
195690  ,1.0,1,10.0,5,12,1,1,0.0,375.0
195830  ,1.0,1,55.0,1,1,2,1,0.0,350.0
195830  ,1.0,2,52.0,1,4,3,2,0.0,350.0
195893  ,1.0,1,36.0,2,4,2,1,0.0,170.0
195893  ,1.0,2,34.0,2,4,6,3,4,170.0
195893  ,1.0,2,14.0,5,4,3,3,3,170.0
195893  ,1.0,1,7.0,5,4,1,4,3,170.0
195893  ,1.0,1,4.0,5,4,7,4,5,170.0
195987  ,1.0,2,47.0,3,4,2,1,0.0,540.0
195987  ,1.0,2,72.0,4,1,2,3,1,540.0
195987  ,1.0,2,51.0,5,1,6,1,0.0,540.0
195987  ,1.0,1,23.0,3,1,4,1,0.0,540.0
195987  ,1.0,2,21.0,5,4,5,1,0.0,540.0
196252  ,1.0,2,32.0,3,2,5,1,0.0,300.0
196252  ,1.0,1,4.0,5,2,7,4,5,300.0
196313  ,1.0,1,48.0,2,4,2,1,0.0,300.0
196313  ,1.0,2,49.0,2,4,4,3,4,300.0
196313  ,1.0,2,25.0,5,4,4,1,0.0,300.0
196313  ,1.0,1,20.0,5,4,4,2,0.0,300.0
196367  ,1.0,1,64.0,2,2,6,1,0.0,1000.0
196367  ,1.0,2,50.0,2,2,6,3,4,1000.0
196444  ,1.0,1,74.0,2,1,2,3,1,305.0
196444  ,1.0,2,79.0,2,1,2,3,7,305.0
196527  ,1.0,2,45.0,2,1,6,1,0.0,380.0
196527  ,1.0,1,48.0,2,1,3,1,0.0,380.0
196527  ,1.0,1,19.0,5,1,5,3,3,380.0
196527  ,1.0,2,17.0,5,1,3,3,3,380.0
196527  ,1.0,2,16.0,5,1,3,3,3,380.0
196534  ,1.0,2,59.0,4,1,1,1,0.0,330.0
196534  ,1.0,1,40.0,5,4,2,1,0.0,330.0
196633  ,1.0,1,57.0,2,1,5,1,0.0,1242.6666666666667
196633  ,1.0,2,57.0,2,1,6,1,0.0,1242.6666666666667
196633  ,1.0,1,24.0,5,1,5,1,0.0,1242.6666666666667
196774  ,1.0,1,49.0,3,2,2,1,0.0,462.5
196774  ,1.0,2,21.0,2,1,4,1,0.0,462.5
196774  ,1.0,1,23.0,2,1,4,1,0.0,462.5
196774  ,1.0,2,0,5,1,7,4,5,462.5
196788  ,1.0,1,24.0,2,4,4,1,0.0,183.33333333333334
196788  ,1.0,2,21.0,2,4,4,3,4,183.33333333333334
196788  ,1.0,1,3.0,5,4,7,4,5,183.33333333333334
196877  ,1.0,1,29.0,2,4,3,1,0.0,125.0
196877  ,1.0,2,30.0,2,4,3,3,4,125.0
196877  ,1.0,2,6.0,5,4,1,4,3,125.0
196877  ,1.0,1,0,5,1,7,4,5,125.0
197028  ,1.0,2,58.0,5,1,2,1,0.0,585.0
197028  ,1.0,1,32.0,5,4,3,1,0.0,585.0
197069  ,2.0,1,82.0,5,4,2,1,0.0,400.0
197205  ,1.0,1,32.0,5,1,4,1,0.0,1500.0
197250  ,1.0,1,48.0,2,1,2,1,0.0,407.5
197250  ,1.0,2,44.0,2,1,1,3,4,407.5
197250  ,1.0,1,24.0,5,4,3,1,0.0,407.5
197250  ,1.0,1,22.0,5,4,4,1,0.0,407.5
197282  ,1.0,1,47.0,2,4,4,1,0.0,300.0
197282  ,1.0,2,43.0,2,4,2,3,4,300.0
197282  ,1.0,2,17.0,5,4,3,3,3,300.0
197282  ,1.0,1,14.0,5,4,3,3,3,300.0
197282  ,1.0,2,6.0,5,4,1,4,3,300.0
197417  ,1.0,2,31.0,3,4,3,1,0.0,37.5
197417  ,1.0,2,4.0,5,4,7,4,5,37.5
197417  ,1.0,2,8.0,5,4,1,4,3,37.5
197417  ,1.0,2,51.0,3,4,2,1,0.0,37.5
197505  ,1.0,1,59.0,2,1,2,1,0.0,69.0
197505  ,1.0,2,59.0,2,1,2,3,4,69.0
197505  ,1.0,2,32.0,5,1,5,3,4,69.0
197505  ,1.0,2,22.0,5,1,6,2,0.0,69.0
197505  ,1.0,2,20.0,5,1,3,3,3,69.0
197751  ,1.0,1,47.0,2,1,2,1,0.0,350.0
197751  ,1.0,2,43.0,2,1,4,2,0.0,350.0
197751  ,1.0,2,14.0,5,1,3,3,3,350.0
197751  ,1.0,1,9.0,5,1,1,4,3,350.0
197868  ,1.0,1,44.0,2,1,4,1,0.0,300.0
197868  ,1.0,2,39.0,2,1,2,1,0.0,300.0
197868  ,1.0,1,21.0,5,1,5,1,0.0,300.0
197868  ,1.0,2,14.0,5,1,2,3,3,300.0
197868  ,1.0,1,8.0,5,1,1,4,3,300.0
197942  ,1.0,1,27.0,1,1,4,1,0.0,597.5
197942  ,1.0,2,28.0,1,2,5,1,0.0,597.5
197967  ,1.0,1,43.0,2,2,4,1,0.0,612.5
197967  ,1.0,2,43.0,2,2,6,1,0.0,612.5
197967  ,1.0,1,18.0,5,2,3,3,3,612.5
197967  ,1.0,2,15.0,5,2,3,3,3,612.5
198054  ,1.0,1,38.0,2,4,4,2,0.0,350.0
198054  ,1.0,2,39.0,2,1,6,1,0.0,350.0
198054  ,1.0,2,7.0,5,1,1,4,3,350.0
198063  ,1.0,1,37.0,2,4,2,1,0.0,266.6666666666667
198063  ,1.0,2,29.0,2,4,2,1,0.0,266.6666666666667
198063  ,1.0,1,8.0,5,4,1,4,3,266.6666666666667
198069  ,1.0,2,77.0,4,1,2,3,1,477.0
198175  ,1.0,1,23.0,1,4,4,1,0.0,150.0
198175  ,1.0,2,23.0,1,4,3,3,4,150.0
198175  ,1.0,2,3.0,5,4,7,4,5,150.0
198175  ,1.0,1,2.0,5,4,7,4,5,150.0
198224  ,1.0,1,64.0,2,1,1,1,0.0,516.6666666666666
198224  ,1.0,2,65.0,2,1,2,3,4,516.6666666666666
198224  ,1.0,1,37.0,3,1,5,1,0.0,516.6666666666666
198234  ,1.0,1,75.0,2,1,2,3,1,426.5
198234  ,1.0,2,66.0,2,1,2,3,1,426.5
198248  ,1.0,1,61.0,2,1,2,3,1,280.0
198248  ,1.0,2,62.0,2,1,2,3,4,280.0
198307  ,1.0,1,38.0,2,12,3,1,0.0,400.0
198307  ,1.0,2,40.0,2,1,4,1,0.0,400.0
198307  ,1.0,2,76.0,4,1,2,3,4,400.0
198471  ,1.0,2,63.0,4,1,1,3,1,200.0
198479  ,1.0,1,25.0,5,4,4,1,0.0,200.0
198621  ,1.0,1,44.0,2,4,2,1,0.0,220.4
198621  ,1.0,2,43.0,2,4,4,1,0.0,220.4
198621  ,1.0,2,22.0,5,4,4,2,0.0,220.4
198621  ,1.0,1,18.0,5,4,3,3,3,220.4
198621  ,1.0,2,20.0,5,4,3,3,3,220.4
198631  ,1.0,2,66.0,4,1,1,1,0.0,480.0
198667  ,1.0,1,62.0,3,4,3,3,4,200.0
198696  ,1.0,2,58.0,4,4,2,3,4,383.3333333333333
198696  ,1.0,1,22.0,5,1,5,1,0.0,383.3333333333333
198696  ,1.0,2,24.0,5,1,5,1,0.0,383.3333333333333
198696  ,2.0,1,20.0,2,1,3,1,0.0,200.0
198696  ,2.0,2,18.0,2,1,2,3,4,200.0
198696  ,2.0,1,1.0,5,1,7,4,5,200.0
198736  ,1.0,1,25.0,1,4,4,1,0.0,210.0
198736  ,1.0,2,26.0,1,4,4,1,0.0,210.0
198736  ,1.0,1,3.0,5,4,7,4,5,210.0
198807  ,1.0,1,78.0,2,1,2,3,1,220.0
198807  ,1.0,2,78.0,2,1,2,3,4,220.0
198817  ,1.0,1,39.0,2,4,2,1,0.0,40.0
198817  ,1.0,2,40.0,2,4,3,3,4,40.0
198817  ,1.0,2,20.0,5,4,4,2,0.0,40.0
198817  ,1.0,2,13.0,5,4,3,3,3,40.0
198817  ,1.0,1,0,5,4,7,4,5,40.0
198939  ,1.0,1,30.0,1,4,3,1,0.0,216.66666666666666
198939  ,1.0,2,28.0,1,4,2,3,4,216.66666666666666
198939  ,1.0,2,0,5,4,7,4,5,216.66666666666666
198953  ,1.0,2,54.0,3,4,1,1,0.0,298.0
198953  ,1.0,2,32.0,2,4,3,3,4,298.0
198953  ,1.0,2,25.0,5,4,4,2,0.0,298.0
198953  ,1.0,1,41.0,2,4,3,1,0.0,298.0
198953  ,1.0,2,4.0,5,4,7,4,5,298.0
198975  ,1.0,1,48.0,2,1,1,1,0.0,157.14285714285714
198975  ,1.0,2,37.0,2,1,2,3,7,157.14285714285714
198975  ,1.0,2,17.0,5,1,2,1,0.0,157.14285714285714
198975  ,1.0,1,15.0,5,1,3,1,0.0,157.14285714285714
