codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf
276456  ,1.0,1,7.0,5,1,1,4,3,102.25
277063  ,1.0,1,63.0,2,1,4,3,1,683.3333333333334
277063  ,1.0,2,57.0,2,1,6,1,0.0,683.3333333333334
277063  ,1.0,2,29.0,5,1,5,3,4,683.3333333333334
277204  ,1.0,2,64.0,4,12,4,3,1,220.0
277793  ,1.0,1,47.0,2,1,3,1,0.0,556.6666666666666
277793  ,1.0,2,43.0,2,1,6,1,0.0,556.6666666666666
277793  ,1.0,2,4.0,5,1,7,4,5,556.6666666666666
277967  ,2.0,1,23.0,1,4,5,1,0.0,675.0
277967  ,2.0,2,24.0,1,1,5,1,0.0,675.0
278044  ,1.0,1,78.0,2,1,6,3,1,775.0
278044  ,1.0,2,71.0,2,1,4,3,1,775.0
278119  ,1.0,2,69.0,2,4,4,3,4,0.0
278242  ,1.0,1,31.0,2,2,6,1,0.0,833.3333333333334
278242  ,1.0,2,29.0,2,2,6,1,0.0,833.3333333333334
278242  ,1.0,2,0,5,2,7,4,5,833.3333333333334
278421  ,1.0,1,72.0,2,1,2,3,1,250.5
278421  ,1.0,2,64.0,2,1,2,3,4,250.5
278843  ,1.0,1,53.0,4,1,6,1,0.0,725.0
278843  ,1.0,1,24.0,5,1,5,1,0.0,725.0
278843  ,1.0,1,23.0,5,1,5,3,3,725.0
278843  ,1.0,1,13.0,5,1,3,3,3,725.0
278912  ,1.0,1,32.0,2,1,4,1,0.0,200.0
278912  ,1.0,2,31.0,2,1,3,3,4,200.0
278912  ,1.0,2,6.0,5,1,1,4,3,200.0
278912  ,1.0,2,2.0,5,1,7,4,5,200.0
278912  ,1.0,1,0,5,1,7,4,5,200.0
279425  ,1.0,1,62.0,2,2,6,1,0.0,2310.0
279425  ,1.0,2,53.0,2,2,6,1,0.0,2310.0
279425  ,1.0,1,29.0,5,2,5,1,0.0,2310.0
279494  ,1.0,1,33.0,5,9,5,1,0.0,900.0
280253  ,1.0,2,82.0,4,1,2,3,1,495.0
280567  ,1.0,1,51.0,1,4,3,1,0.0,316.6666666666667
280567  ,1.0,2,28.0,1,4,2,1,0.0,316.6666666666667
280567  ,1.0,1,0,5,4,7,4,5,316.6666666666667
280580  ,1.0,1,38.0,3,1,6,1,0.0,1550.0
280937  ,1.0,1,78.0,4,1,2,3,1,600.0
281428  ,1.0,1,29.0,1,4,4,1,0.0,150.0
281428  ,1.0,2,27.0,1,4,3,1,0.0,150.0
281428  ,1.0,1,9.0,5,4,1,4,3,150.0
281428  ,1.0,1,2.0,5,4,7,4,5,150.0
281800  ,1.0,2,28.0,5,1,6,1,0.0,900.0
281905  ,1.0,1,67.0,2,1,2,1,0.0,370.0
281905  ,1.0,2,64.0,2,1,2,1,0.0,370.0
282053  ,2.0,1,31.0,2,4,6,1,0.0,316.6666666666667
282053  ,2.0,2,29.0,2,4,4,2,0.0,316.6666666666667
282053  ,2.0,2,4.0,5,2,7,4,5,316.6666666666667
282102  ,1.0,1,42.0,2,1,6,1,0.0,1320.0
282102  ,1.0,2,32.0,2,1,6,1,0.0,1320.0
282102  ,1.0,2,0,5,1,7,4,5,1320.0
282268  ,1.0,1,72.0,2,1,4,3,1,490.5
282268  ,1.0,2,71.0,2,1,4,3,4,490.5
282268  ,1.0,1,47.0,3,1,4,1,0.0,490.5
282268  ,1.0,2,21.0,5,4,4,2,0.0,490.5
282589  ,1.0,1,44.0,1,1,4,1,0.0,233.33333333333334
282589  ,1.0,2,36.0,1,3,2,3,4,233.33333333333334
282589  ,1.0,2,5.0,5,3,1,4,5,233.33333333333334
282661  ,1.0,2,23.0,5,4,5,1,0.0,600.0
282697  ,1.0,1,32.0,5,4,5,2,0.0,350.0
283244  ,1.0,1,42.0,2,1,4,1,0.0,375.0
283244  ,1.0,2,34.0,2,1,3,1,0.0,375.0
283244  ,1.0,1,10.0,5,1,1,3,3,375.0
283572  ,1.0,1,39.0,2,1,6,1,0.0,3400.0
283572  ,1.0,2,38.0,2,1,6,1,0.0,3400.0
283608  ,1.0,1,33.0,2,1,6,1,0.0,2250.0
283608  ,1.0,2,32.0,2,1,6,1,0.0,2250.0
283608  ,1.0,1,4.0,5,1,7,4,5,2250.0
283608  ,1.0,2,2.0,5,1,7,4,5,2250.0
284078  ,1.0,2,37.0,2,1,6,1,0.0,82.5
284078  ,1.0,1,13.0,5,1,3,3,3,82.5
284078  ,1.0,1,9.0,5,1,1,4,3,82.5
284108  ,1.0,1,47.0,5,1,2,2,0.0,200.0
284651  ,1.0,1,65.0,2,1,2,3,1,320.0
284651  ,1.0,2,62.0,2,1,2,1,0.0,320.0
284651  ,1.0,1,30.0,5,4,3,2,0.0,320.0
284651  ,1.0,2,23.0,5,4,3,1,0.0,320.0
284670  ,1.0,1,29.0,1,4,2,1,0.0,100.0
284670  ,1.0,2,27.0,1,4,4,3,4,100.0
284670  ,1.0,2,6.0,5,3,1,4,3,100.0
284670  ,1.0,1,5.0,5,3,7,4,5,100.0
284670  ,1.0,1,4.0,5,3,7,4,5,100.0
284827  ,1.0,2,50.0,3,4,4,1,0.0,533.3333333333334
284827  ,1.0,2,25.0,5,1,5,2,0.0,533.3333333333334
284827  ,1.0,1,14.0,5,1,3,3,3,533.3333333333334
285001  ,1.0,2,32.0,3,2,5,1,0.0,550.0
285001  ,1.0,2,2.0,5,2,7,4,5,550.0
285147  ,1.0,1,48.0,2,2,5,1,0.0,1166.6666666666667
285147  ,1.0,2,50.0,2,2,5,1,0.0,1166.6666666666667
285147  ,1.0,1,17.0,5,2,5,3,3,1166.6666666666667
285404  ,1.0,2,55.0,3,2,6,1,0.0,500.0
285404  ,1.0,2,26.0,5,2,6,2,0.0,500.0
285492  ,1.0,2,61.0,5,1,1,1,0.0,290.0
285653  ,1.0,1,52.0,2,4,3,1,0.0,330.0
285653  ,1.0,2,53.0,2,4,3,3,4,330.0
285653  ,1.0,1,24.0,5,1,3,1,0.0,330.0
285653  ,1.0,2,22.0,5,4,5,1,0.0,330.0
285653  ,1.0,1,14.0,5,4,3,3,3,330.0
286220  ,1.0,1,81.0,4,12,2,3,1,1300.0
286481  ,1.0,1,33.0,5,1,4,1,0.0,1066.6666666666667
286481  ,1.0,2,40.0,5,1,4,1,0.0,1066.6666666666667
286481  ,1.0,1,73.0,4,1,2,3,1,1066.6666666666667
286716  ,1.0,1,48.0,2,1,6,1,0.0,1120.0
286716  ,1.0,2,48.0,2,1,6,1,0.0,1120.0
286716  ,1.0,1,20.0,5,1,5,3,3,1120.0
286716  ,1.0,1,18.0,5,1,3,3,3,1120.0
286716  ,1.0,1,13.0,5,1,3,3,3,1120.0
287117  ,1.0,1,25.0,5,1,5,1,0.0,602.0
287117  ,1.0,1,25.0,5,1,5,1,0.0,602.0
287312  ,1.0,1,57.0,2,1,4,2,0.0,277.25
287312  ,1.0,2,55.0,2,1,2,3,4,277.25
287312  ,1.0,2,26.0,5,1,4,1,0.0,277.25
287312  ,1.0,1,20.0,5,1,4,2,0.0,277.25
287449  ,1.0,2,25.0,5,12,6,1,0.0,950.0
287496  ,1.0,2,33.0,5,1,5,1,0.0,1280.0
287811  ,1.0,1,39.0,1,1,5,1,0.0,220.0
287811  ,1.0,2,33.0,1,1,4,2,0.0,220.0
287811  ,1.0,2,4.0,5,1,7,4,5,220.0
287811  ,1.0,2,0,5,1,7,4,5,220.0
125047  ,1.0,1,80.0,2,1,1,3,1,1382.5
125047  ,1.0,2,75.0,2,1,1,3,1,1382.5
125169  ,1.0,1,72.0,1,4,1,1,0.0,50.0
125169  ,1.0,2,66.0,1,4,1,3,4,50.0
125169  ,1.0,2,41.0,3,4,1,1,0.0,50.0
125169  ,1.0,1,16.0,5,4,3,3,3,50.0
125169  ,1.0,2,13.0,5,4,2,3,3,50.0
125169  ,1.0,1,7.0,5,4,1,4,3,50.0
125172  ,2.0,1,55.0,3,4,3,1,0.0,700.0
125256  ,1.0,1,58.0,2,4,2,1,0.0,233.33333333333334
125256  ,1.0,2,55.0,2,4,2,3,4,233.33333333333334
125256  ,1.0,1,22.0,5,1,2,1,0.0,233.33333333333334
125295  ,1.0,1,34.0,2,2,4,1,0.0,1166.6666666666667
125295  ,1.0,2,31.0,2,2,4,1,0.0,1166.6666666666667
125295  ,1.0,2,10.0,5,2,1,3,3,1166.6666666666667
125511  ,1.0,2,75.0,4,1,2,3,1,512.0
125516  ,1.0,1,62.0,1,4,1,3,7,50.0
125516  ,1.0,2,61.0,1,4,1,1,0.0,50.0
125516  ,1.0,2,24.0,5,4,3,2,0.0,50.0
125516  ,1.0,2,15.0,5,4,3,3,3,50.0
125516  ,1.0,1,5.0,5,4,7,4,5,50.0
125516  ,1.0,2,0,5,4,7,4,5,50.0
125516  ,1.0,2,19.0,5,4,2,3,6,50.0
125546  ,1.0,2,39.0,2,4,4,2,0.0,240.0
125546  ,1.0,1,26.0,2,4,4,1,0.0,240.0
125612  ,1.0,2,69.0,4,1,3,3,1,215.0
125612  ,1.0,1,29.0,5,4,3,2,0.0,215.0
125628  ,1.0,2,22.0,5,1,5,3,3,150.0
125628  ,1.0,2,21.0,5,1,5,2,0.0,150.0
125643  ,1.0,2,57.0,3,4,1,1,0.0,250.0
125643  ,1.0,1,18.0,5,4,3,1,0.0,250.0
125676  ,1.0,1,33.0,2,4,1,2,0.0,0.0
125676  ,1.0,2,26.0,2,4,2,3,4,0.0
125676  ,1.0,1,4.0,5,4,7,4,5,0.0
125701  ,1.0,2,82.0,4,1,1,3,1,895.0
125701  ,1.0,2,34.0,5,2,6,1,0.0,895.0
125820  ,1.0,1,39.0,2,1,6,1,0.0,325.0
125820  ,1.0,2,39.0,2,1,6,3,4,325.0
125820  ,1.0,2,7.0,5,1,1,4,3,325.0
125820  ,1.0,2,2.0,5,1,7,4,5,325.0
125889  ,1.0,1,63.0,2,1,3,1,0.0,300.0
125889  ,1.0,2,62.0,2,1,3,3,4,300.0
125889  ,1.0,2,98,4,1,1,3,1,300.0
125943  ,1.0,1,41.0,2,1,4,1,0.0,200.0
125943  ,1.0,2,41.0,2,1,2,3,4,200.0
125943  ,1.0,1,18.0,5,1,3,3,3,200.0
125943  ,1.0,1,16.0,5,1,3,3,3,200.0
125943  ,1.0,2,15.0,5,1,3,3,3,200.0
125943  ,1.0,1,13.0,5,1,2,3,3,200.0
125975  ,1.0,1,47.0,4,1,4,1,0.0,1915.0
125975  ,1.0,1,21.0,5,1,5,3,3,1915.0
126031  ,2.0,2,21.0,5,4,5,1,0.0,75.0
126031  ,2.0,2,3.0,5,4,7,4,5,75.0
126119  ,1.0,1,72.0,2,4,2,3,7,16.666666666666668
126119  ,1.0,1,31.0,2,4,4,2,0.0,16.666666666666668
126119  ,1.0,2,29.0,2,4,3,3,4,16.666666666666668
126119  ,1.0,1,5.0,5,4,7,4,5,16.666666666666668
126119  ,1.0,1,0,5,4,7,4,5,16.666666666666668
126235  ,1.0,2,24.0,3,4,3,1,0.0,112.5
126235  ,1.0,2,16.0,5,1,3,3,4,112.5
126235  ,1.0,2,2.0,5,4,7,4,5,112.5
126235  ,1.0,1,1.0,5,4,7,4,5,112.5
126281  ,1.0,1,75.0,4,1,4,3,1,286.0
126281  ,1.0,1,29.0,5,1,4,1,0.0,286.0
126402  ,1.0,2,55.0,3,4,3,1,0.0,185.0
126402  ,1.0,2,98,4,1,1,3,1,185.0
126419  ,1.0,2,44.0,2,1,6,1,0.0,163.0
126419  ,1.0,1,28.0,5,1,5,3,3,163.0
126419  ,1.0,1,45.0,2,1,4,1,0.0,163.0
126511  ,1.0,2,60.0,4,1,3,3,1,500.0
126627  ,1.0,1,55.0,2,4,2,1,0.0,0.0
126627  ,1.0,2,49.0,2,4,1,2,0.0,0.0
126682  ,1.0,2,80.0,4,1,2,3,1,123.33333333333333
126682  ,1.0,1,43.0,2,12,3,1,0.0,123.33333333333333
126682  ,1.0,2,41.0,2,2,4,3,4,123.33333333333333
126682  ,1.0,1,14.0,5,2,3,3,3,123.33333333333333
126682  ,1.0,1,10.0,5,2,1,3,3,123.33333333333333
126682  ,1.0,1,6.0,5,2,1,4,3,123.33333333333333
126684  ,1.0,2,51.0,4,4,1,3,1,100.0
126684  ,1.0,1,14.0,5,4,3,3,3,100.0
126684  ,1.0,1,10.0,5,4,1,3,3,100.0
126875  ,1.0,2,32.0,1,4,2,2,0.0,21.428571428571427
126875  ,1.0,1,36.0,1,4,2,2,0.0,21.428571428571427
126875  ,1.0,1,14.0,5,4,2,2,0.0,21.428571428571427
126875  ,1.0,2,10.0,5,4,1,3,3,21.428571428571427
126875  ,1.0,2,8.0,5,4,1,4,3,21.428571428571427
126875  ,1.0,2,6.0,5,4,1,4,3,21.428571428571427
126875  ,1.0,1,2.0,5,4,7,4,5,21.428571428571427
126896  ,1.0,1,42.0,1,4,3,1,0.0,86.25
126896  ,1.0,2,38.0,1,4,2,2,0.0,86.25
126896  ,1.0,1,19.0,5,4,3,1,0.0,86.25
126896  ,1.0,2,14.0,5,4,3,3,3,86.25
127085  ,1.0,1,63.0,2,4,2,1,0.0,133.33333333333334
127085  ,1.0,2,55.0,2,4,2,1,0.0,133.33333333333334
127085  ,1.0,1,19.0,5,4,4,1,0.0,133.33333333333334
127501  ,1.0,2,84.0,4,1,1,3,1,1300.0
127501  ,1.0,2,59.0,5,1,6,1,0.0,1300.0
127564  ,1.0,1,60.0,2,4,1,1,0.0,112.5
127564  ,1.0,2,48.0,2,4,4,3,4,112.5
127564  ,1.0,1,30.0,5,9,4,1,0.0,112.5
127564  ,1.0,1,11.0,5,4,1,3,3,112.5
128043  ,1.0,1,73.0,4,1,2,3,1,300.0
128193  ,1.0,2,58.0,3,4,2,1,0.0,150.0
128208  ,1.0,1,61.0,2,1,4,1,0.0,450.5
128208  ,1.0,2,61.0,2,1,4,3,1,450.5
128208  ,1.0,1,26.0,5,1,4,1,0.0,450.5
128208  ,1.0,2,22.0,5,1,4,2,0.0,450.5
128209  ,1.0,1,60.0,2,4,3,2,0.0,82.5
128209  ,1.0,2,63.0,2,4,1,1,0.0,82.5
128209  ,1.0,2,27.0,5,4,5,3,3,82.5
128209  ,1.0,1,23.0,5,4,3,2,0.0,82.5
128250  ,1.0,1,58.0,1,4,4,1,0.0,30.0
128250  ,1.0,2,41.0,1,4,2,1,0.0,30.0
128250  ,1.0,1,19.0,5,4,4,2,0.0,30.0
128250  ,1.0,1,7.0,5,4,1,4,3,30.0
128250  ,1.0,2,6.0,5,4,1,4,3,30.0
128250  ,1.0,2,4.0,5,4,7,4,5,30.0
128410  ,1.0,1,50.0,2,1,3,1,0.0,412.5
128410  ,1.0,2,51.0,2,1,3,1,0.0,412.5
128410  ,1.0,1,22.0,5,4,5,1,0.0,412.5
128410  ,1.0,1,20.0,5,4,3,1,0.0,412.5
128451  ,1.0,1,47.0,2,1,2,1,0.0,300.0
128451  ,1.0,2,47.0,2,1,2,3,7,300.0
128489  ,1.0,1,30.0,1,4,3,1,0.0,600.0
128489  ,1.0,2,25.0,1,4,3,1,0.0,600.0
128570  ,1.0,1,49.0,2,1,2,1,0.0,670.0
128570  ,1.0,2,49.0,2,1,4,3,4,670.0
128570  ,1.0,2,22.0,5,1,5,3,3,670.0
128570  ,1.0,1,20.0,5,1,5,1,0.0,670.0
128861  ,1.0,1,45.0,1,1,2,1,0.0,320.0
128861  ,1.0,2,24.0,5,1,4,1,0.0,320.0
128861  ,1.0,1,15.0,5,1,3,3,3,320.0
128861  ,1.0,2,33.0,1,1,2,2,0.0,320.0
128861  ,1.0,1,4.0,5,1,7,4,5,320.0
129217  ,1.0,1,78.0,2,4,2,3,7,0.0
129306  ,1.0,1,35.0,2,4,2,1,0.0,120.0
129306  ,1.0,2,34.0,2,4,4,3,4,120.0
129306  ,1.0,1,11.0,5,4,1,3,3,120.0
129306  ,1.0,1,8.0,5,4,1,4,3,120.0
129306  ,1.0,2,2.0,5,4,7,4,5,120.0
129445  ,1.0,2,79.0,4,4,4,3,1,160.0
129500  ,1.0,1,68.0,3,4,7,1,0.0,50.0
129509  ,1.0,1,35.0,2,1,6,1,0.0,1400.0
129509  ,1.0,2,31.0,2,1,4,1,0.0,1400.0
129612  ,1.0,1,60.0,2,4,1,1,0.0,272.5
129612  ,1.0,2,56.0,2,4,2,1,0.0,272.5
129612  ,1.0,1,25.0,5,4,4,1,0.0,272.5
129612  ,1.0,1,20.0,5,4,3,1,0.0,272.5
129668  ,1.0,2,25.0,5,1,5,1,0.0,295.0
129668  ,1.0,2,64.0,5,4,1,3,4,295.0
129737  ,1.0,1,27.0,5,4,1,2,0.0,133.33333333333334
129737  ,1.0,1,31.0,5,4,1,2,0.0,133.33333333333334
129737  ,1.0,2,63.0,3,4,1,3,4,133.33333333333334
129737  ,1.0,2,7.0,5,4,1,4,3,133.33333333333334
129737  ,1.0,2,12.0,5,4,1,3,3,133.33333333333334
129737  ,1.0,1,4.0,5,4,7,4,5,133.33333333333334
129754  ,1.0,1,90.0,2,1,1,3,1,298.5
129754  ,1.0,2,84.0,2,1,1,3,1,298.5
129844  ,1.0,1,59.0,2,4,1,1,0.0,86.66666666666667
129844  ,1.0,2,60.0,2,4,2,3,4,86.66666666666667
129844  ,1.0,1,18.0,5,4,3,3,3,86.66666666666667
129852  ,1.0,1,43.0,2,4,3,1,0.0,130.0
129852  ,1.0,2,41.0,2,4,3,2,0.0,130.0
129852  ,1.0,1,16.0,5,4,3,3,3,130.0
129852  ,1.0,1,7.0,5,4,1,4,3,130.0
129852  ,1.0,1,3.0,5,4,7,4,5,130.0
129945  ,1.0,1,39.0,1,4,3,1,0.0,161.66666666666666
129945  ,1.0,2,35.0,1,1,5,1,0.0,161.66666666666666
129945  ,1.0,2,17.0,5,1,3,3,3,161.66666666666666
129945  ,1.0,1,15.0,5,1,3,1,0.0,161.66666666666666
129945  ,1.0,2,5.0,5,1,1,4,5,161.66666666666666
129945  ,1.0,2,4.0,5,1,7,4,5,161.66666666666666
129969  ,1.0,1,31.0,2,4,3,1,0.0,298.5
129969  ,1.0,2,33.0,2,4,2,1,0.0,298.5
129969  ,1.0,2,11.0,5,4,1,3,3,298.5
129969  ,1.0,2,71.0,4,4,1,3,7,298.5
130062  ,1.0,1,60.0,2,1,2,1,0.0,550.0
130062  ,1.0,2,51.0,2,1,2,3,4,550.0
130210  ,1.0,2,53.0,3,4,2,1,0.0,135.0
130210  ,1.0,2,14.0,5,4,3,3,3,135.0
130247  ,1.0,1,29.0,2,1,4,1,0.0,358.25
130247  ,1.0,2,32.0,2,1,6,1,0.0,358.25
130247  ,1.0,1,1.0,5,1,7,4,5,358.25
130247  ,1.0,2,0,5,1,7,4,5,358.25
130273  ,1.0,1,67.0,5,1,4,3,1,250.0
130273  ,1.0,1,75.0,4,1,2,3,1,250.0
130455  ,1.0,1,52.0,2,4,2,1,0.0,126.0
130455  ,1.0,2,47.0,2,4,3,3,4,126.0
130455  ,1.0,2,24.0,2,4,4,1,0.0,126.0
130455  ,1.0,1,25.0,2,4,2,1,0.0,126.0
130455  ,1.0,1,5.0,5,4,7,4,5,126.0
130537  ,1.0,1,30.0,2,1,1,1,0.0,137.5
130537  ,1.0,2,25.0,2,1,2,1,0.0,137.5
130537  ,1.0,1,23.0,5,1,1,3,6,137.5
130537  ,1.0,1,20.0,5,4,2,2,0.0,137.5
130589  ,1.0,2,35.0,5,4,6,1,0.0,380.0
130784  ,1.0,1,39.0,1,4,1,2,0.0,25.0
130784  ,1.0,2,36.0,1,4,2,1,0.0,25.0
130784  ,1.0,2,18.0,5,4,3,2,0.0,25.0
130784  ,1.0,2,14.0,5,4,3,3,3,25.0
130784  ,1.0,1,11.0,5,4,1,3,3,25.0
130784  ,1.0,2,0,5,4,7,4,5,25.0
130906  ,1.0,1,42.0,5,1,2,1,0.0,266.6666666666667
130906  ,1.0,1,25.0,5,4,2,1,0.0,266.6666666666667
130906  ,1.0,2,59.0,5,4,1,3,4,266.6666666666667
130923  ,1.0,1,77.0,5,4,1,3,4,60.0
131031  ,1.0,2,43.0,3,1,3,1,0.0,815.0
131031  ,1.0,1,22.0,5,1,3,1,0.0,815.0
131031  ,1.0,1,20.0,5,4,4,2,0.0,815.0
131052  ,1.0,1,38.0,2,1,6,1,0.0,1100.0
131052  ,1.0,2,35.0,2,1,6,1,0.0,1100.0
131052  ,1.0,1,5.0,5,1,1,4,5,1100.0
131052  ,1.0,2,1.0,5,1,7,4,5,1100.0
131067  ,1.0,1,69.0,2,2,6,3,1,500.0
131067  ,1.0,2,64.0,2,2,6,1,0.0,500.0
131084  ,1.0,1,50.0,2,1,2,1,0.0,421.6
131084  ,1.0,2,45.0,2,1,3,3,4,421.6
131084  ,1.0,2,22.0,5,1,5,3,3,421.6
131084  ,1.0,1,19.0,5,1,5,3,3,421.6
131084  ,1.0,1,6.0,5,1,1,4,3,421.6
131164  ,1.0,2,19.0,3,4,3,2,0.0,30.0
131164  ,1.0,2,0,5,4,7,4,5,30.0
131216  ,1.0,2,49.0,3,1,5,2,0.0,1125.0
131216  ,1.0,1,17.0,5,1,3,3,3,1125.0
131216  ,1.0,2,15.0,5,1,3,3,3,1125.0
131216  ,1.0,1,12.0,5,1,2,3,3,1125.0
131268  ,1.0,1,39.0,2,4,3,1,0.0,110.0
131268  ,1.0,2,36.0,2,4,3,3,4,110.0
131268  ,1.0,1,13.0,5,4,3,3,3,110.0
131268  ,1.0,1,11.0,5,4,1,3,3,110.0
131268  ,1.0,2,10.0,5,4,1,3,3,110.0
131478  ,1.0,2,46.0,1,4,3,3,4,100.0
131478  ,1.0,2,17.0,5,4,3,3,3,100.0
131478  ,1.0,2,15.0,5,4,3,3,3,100.0
131478  ,1.0,2,12.0,5,4,1,3,3,100.0
131478  ,1.0,1,58.0,1,4,2,1,0.0,100.0
131503  ,1.0,1,42.0,2,1,3,1,0.0,590.0
131503  ,1.0,2,48.0,2,1,2,3,4,590.0
131505  ,1.0,1,69.0,1,1,2,1,0.0,433.3333333333333
131505  ,1.0,2,51.0,1,1,2,1,0.0,433.3333333333333
131505  ,1.0,1,17.0,5,1,3,3,3,433.3333333333333
131545  ,1.0,2,36.0,3,1,4,3,4,66.66666666666667
131545  ,1.0,2,16.0,5,1,3,3,3,66.66666666666667
131545  ,1.0,1,13.0,5,1,1,3,3,66.66666666666667
131609  ,1.0,1,41.0,2,4,1,2,0.0,0.0
131609  ,1.0,2,40.0,2,4,4,3,4,0.0
131609  ,1.0,2,20.0,5,4,3,2,0.0,0.0
131609  ,1.0,1,5.0,5,4,7,4,5,0.0
131642  ,1.0,1,44.0,1,4,1,1,0.0,37.5
131642  ,1.0,2,30.0,1,4,1,2,0.0,37.5
131642  ,1.0,1,7.0,5,4,1,4,3,37.5
131642  ,1.0,2,5.0,5,4,7,4,5,37.5
132057  ,1.0,1,40.0,2,4,2,1,0.0,112.5
132057  ,1.0,2,35.0,2,4,3,1,0.0,112.5
132057  ,1.0,1,14.0,5,4,3,3,3,112.5
132057  ,1.0,1,12.0,5,4,1,3,3,112.5
132255  ,1.0,2,72.0,3,4,2,3,4,0.0
132274  ,1.0,1,35.0,1,1,4,1,0.0,433.3333333333333
132274  ,1.0,2,35.0,1,1,5,1,0.0,433.3333333333333
132274  ,1.0,1,15.0,5,1,3,3,3,433.3333333333333
132376  ,1.0,1,67.0,2,1,2,3,1,190.33333333333334
132376  ,1.0,2,49.0,2,4,2,1,0.0,190.33333333333334
132376  ,1.0,1,13.0,5,1,2,3,3,190.33333333333334
132590  ,1.0,2,37.0,2,1,2,1,0.0,130.0
132590  ,1.0,2,18.0,5,1,5,3,3,130.0
132590  ,1.0,1,14.0,5,1,2,3,3,130.0
132590  ,1.0,1,11.0,5,1,1,3,3,130.0
132992  ,1.0,2,54.0,4,4,2,1,0.0,150.0
132992  ,1.0,2,23.0,5,4,5,2,0.0,150.0
132992  ,1.0,2,21.0,5,4,3,2,0.0,150.0
132992  ,1.0,1,17.0,5,4,4,2,0.0,150.0
133024  ,1.0,1,81.0,2,1,2,3,1,365.0
133024  ,1.0,2,75.0,2,1,1,3,1,365.0
133045  ,1.0,1,39.0,2,4,3,1,0.0,188.33333333333334
133045  ,1.0,2,42.0,2,4,1,1,0.0,188.33333333333334
133045  ,1.0,2,17.0,5,4,3,1,0.0,188.33333333333334
133045  ,1.0,2,14.0,5,4,2,3,3,188.33333333333334
133045  ,1.0,2,13.0,5,4,2,3,3,188.33333333333334
133045  ,1.0,2,4.0,5,4,7,4,5,188.33333333333334
133320  ,1.0,1,72.0,2,4,2,3,7,50.0
133320  ,1.0,2,69.0,2,4,2,3,4,50.0
133328  ,1.0,1,49.0,2,1,2,1,0.0,450.0
133328  ,1.0,2,50.0,2,1,2,3,4,450.0
133328  ,1.0,1,29.0,5,1,4,1,0.0,450.0
133328  ,1.0,1,25.0,5,1,4,1,0.0,450.0
133358  ,1.0,2,36.0,5,1,4,1,0.0,600.0
133358  ,1.0,2,57.0,4,4,4,3,4,600.0
133599  ,2.0,1,42.0,2,1,2,1,0.0,81.25
133599  ,2.0,2,43.0,2,1,2,3,4,81.25
133599  ,2.0,2,19.0,5,3,2,3,4,81.25
133599  ,2.0,2,16.0,5,3,3,3,3,81.25
133599  ,2.0,2,16.0,5,1,3,3,3,81.25
133599  ,2.0,1,14.0,5,3,1,3,3,81.25
133599  ,2.0,2,13.0,5,3,2,3,3,81.25
133599  ,2.0,1,10.0,5,1,1,3,3,81.25
133702  ,1.0,1,47.0,2,1,1,1,0.0,227.0
133702  ,1.0,2,44.0,2,1,4,3,4,227.0
133702  ,1.0,1,24.0,5,4,3,2,0.0,227.0
133702  ,1.0,1,21.0,5,4,4,1,0.0,227.0
133702  ,1.0,2,14.0,5,1,3,3,3,227.0
133888  ,1.0,1,48.0,1,4,7,1,0.0,180.0
133888  ,1.0,2,45.0,1,4,2,1,0.0,180.0
133888  ,1.0,1,23.0,5,1,3,1,0.0,180.0
133888  ,1.0,2,21.0,1,4,4,3,4,180.0
133888  ,1.0,1,24.0,1,4,4,1,0.0,180.0
133952  ,1.0,2,72.0,1,1,1,1,0.0,1583.5
133952  ,1.0,1,45.0,1,1,4,1,0.0,1583.5
133978  ,1.0,2,65.0,1,1,2,1,0.0,645.0
133978  ,1.0,1,69.0,1,1,2,3,1,645.0
133994  ,1.0,1,51.0,2,1,6,1,0.0,950.0
133994  ,1.0,2,53.0,2,1,5,1,0.0,950.0
134002  ,1.0,2,73.0,4,1,2,3,1,239.0
134008  ,1.0,2,69.0,4,1,2,1,0.0,500.0
134053  ,1.0,1,62.0,2,4,2,1,0.0,83.33333333333333
134053  ,1.0,2,58.0,2,4,2,3,4,83.33333333333333
134053  ,1.0,2,34.0,5,4,5,2,0.0,83.33333333333333
134074  ,2.0,2,78.0,4,1,2,3,1,338.0
134095  ,1.0,1,42.0,2,4,2,1,0.0,45.0
134095  ,1.0,2,42.0,2,4,2,3,4,45.0
134095  ,1.0,2,22.0,5,4,5,3,3,45.0
134095  ,1.0,2,19.0,5,4,4,3,4,45.0
134095  ,1.0,1,16.0,5,4,3,3,3,45.0
134095  ,1.0,1,12.0,5,4,1,3,3,45.0
134095  ,1.0,1,11.0,5,4,1,3,3,45.0
134095  ,1.0,2,9.0,5,4,1,4,3,45.0
134095  ,1.0,2,7.0,5,4,1,4,3,45.0
134095  ,1.0,1,4.0,5,4,7,4,5,45.0
134168  ,1.0,1,25.0,1,2,4,1,0.0,500.0
134168  ,1.0,2,22.0,1,2,4,1,0.0,500.0
134177  ,1.0,1,52.0,2,1,4,1,0.0,283.3333333333333
134177  ,1.0,2,53.0,2,1,4,1,0.0,283.3333333333333
134177  ,1.0,1,20.0,5,1,5,3,3,283.3333333333333
134291  ,1.0,1,39.0,1,4,2,1,0.0,62.30769230769231
