codusu,nro_hogar,edad,ingreso,componente,varon,mujer,con_pareja,sin_pareja,si_cobertura,no_cobertura,prim_inc,prim_com,sec_inc,sec_com,uni_inc,uni_comp,sin_instrucc,estado_desocupado,estado_inactivo,estado_menor de 10 años,estado_no respuesta,estado_ocupado,inactividad_ama de casa,inactividad_discapacitado,inactividad_estudiante,inactividad_jubilado/pensionado,inactividad_menor de 6 años,inactividad_otros,inactividad_rentista
TQRMNOQVVHMOSTCDEIJAH00801998,1.0,19,173333.33,3,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQVVHMOSTCDEIJAH00801998,1.0,19,173333.33,4,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQVVHMOSTCDEIJAH00801998,1.0,20,173333.33,5,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVXHLOTOCDEIJAH00855427,1.0,28,204250.0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNORVXHLOTOCDEIJAH00855427,1.0,28,204250.0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVXHLOTOCDEIJAH00855427,1.0,7,204250.0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORVXHLOTOCDEIJAH00855427,1.0,4,204250.0,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOTTRHMOTOCDEIJAH00801989,1.0,59,61666.67,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOTTRHMOTOCDEIJAH00801989,1.0,47,61666.67,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOTTRHMOTOCDEIJAH00801989,1.0,6,61666.67,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOQPVHJMTQCDEIJAH00796211,1.0,44,0.0,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQPVHJMTQCDEIJAH00796211,1.0,18,0.0,3,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQPVHJMTQCDEIJAH00796211,1.0,9,0.0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOQPVHJMTQCDEIJAH00796211,1.0,14,0.0,5,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPXXHMMTQCDEIJAH00801894,1.0,14,0.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPXXHMMTQCDEIJAH00801894,1.0,6,0.0,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORVWHJMTTCDEIJAH00796271,1.0,79,169000.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORVWHJMTTCDEIJAH00796271,1.0,75,169000.0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORPSHJMTSCDEIJAH00797089,1.0,45,0.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORPSHJMTSCDEIJAH00797089,1.0,20,0.0,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQTMNOQSQHJOSQCDEIJAH00793764,1.0,27,250000.0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORPUHMMLLCDEIJAH00807609,1.0,65,191000.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORPUHMMLLCDEIJAH00807609,1.0,61,191000.0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQXXHLOLNCDEIJAH00859449,1.0,48,483333.33,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQXXHLOLNCDEIJAH00859449,1.0,47,483333.33,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQXXHLOLNCDEIJAH00859449,1.0,12,483333.33,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPTRHLLNLCDEIIAD00854903,1.0,44,200000.0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOQTXHJKNOCDEIIAD00796603,1.0,5,0.0,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOTUQHKMOPCDEIJAH00859547,1.0,67,105000.0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORRWHJMOMCDEIJAH00797091,1.0,45,200000.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRWHJMOMCDEIJAH00797091,1.0,25,200000.0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRWHJMOMCDEIJAH00797091,1.0,15,200000.0,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORRWHJMOMCDEIJAH00797091,1.0,20,200000.0,4,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOPUVHKKSUCDEIJAH00859549,1.0,30,675000.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPUVHKKSUCDEIJAH00859549,1.0,27,675000.0,2,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSSVHJNKSCDEIIAD00854886,1.0,37,1790000.0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQURHKMKQCDEIIAD00859461,1.0,31,370000.0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPRYHLLLNCDEIIAD00859463,1.0,31,185000.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPRYHLLLNCDEIIAD00859463,1.0,10,185000.0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSTVHLKLOCDEIIAD00859464,1.0,69,270000.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORSVHMMOPCDEIIAD00801782,1.0,62,0.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORQXHJOPSCDEIJAH00796665,1.0,47,183333.33,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORQXHJOPSCDEIJAH00796665,1.0,51,183333.33,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNORQXHJOPSCDEIJAH00796665,1.0,25,183333.33,3,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNORTVHJNMRCDEIJAH00796770,1.0,24,100000.0,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQSMNORTVHJNMRCDEIJAH00796769,1.0,24,57500.0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQSMNORTVHJNMRCDEIJAH00796769,1.0,31,57500.0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQSMNORTVHJNMRCDEIJAH00796769,1.0,5,57500.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TQSMNORTVHJNMRCDEIJAH00796769,1.0,3,57500.0,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,31,0.0,3,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,10,0.0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,8,0.0,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,4,0.0,7,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,3,0.0,8,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,12,0.0,9,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,11,0.0,10,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTVHLMMMCDEIJAH00855297,1.0,9,0.0,11,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOSXYHLMMRCDEIJAH00855042,1.0,81,206000.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOSXYHLMMRCDEIJAH00855042,1.0,56,206000.0,2,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPSRHMOQNCDEIJAH00860021,1.0,73,90000.0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOPSRHMOQNCDEIJAH00860021,1.0,43,90000.0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPSRHMOQNCDEIJAH00860021,1.0,6,90000.0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORTSHJLQRCDEIJAH00796552,1.0,36,0.0,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQTYHKOPTCDEIJAH00860022,1.0,58,83000.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQSWHLMQOCDEIJAH00855285,1.0,50,0.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORSYHLMQOCDEIJAH00855286,1.0,26,225940.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORSYHLMQOCDEIJAH00855286,1.0,21,225940.0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNORSYHLMQOCDEIJAH00855286,1.0,2,225940.0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNORQSHKNOQCDEIIAD00860063,1.0,64,480000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORQSHKNOQCDEIIAD00860063,1.0,70,480000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOTRRHMNKMCDEIJAH00807531,1.0,32,155000.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQXUHKOKMCDEIJAH00860064,1.0,34,205000.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQXUHKOKMCDEIJAH00860064,1.0,32,205000.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSXPHJMSLCDEIJAH00802366,1.0,27,500000.0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSXPHJMSLCDEIJAH00802366,1.0,32,500000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVVHJKOUCDEIJAH00796658,1.0,56,1010000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVVHJKOUCDEIJAH00796658,1.0,54,1010000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVVHJKOUCDEIJAH00796658,1.0,77,1010000.0,3,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORVQHLMOOCDEIJAH00855274,1.0,36,85142.86,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORVQHLMOOCDEIJAH00855274,1.0,32,85142.86,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVQHLMOOCDEIJAH00855274,1.0,13,85142.86,3,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORVQHLMOOCDEIJAH00855274,1.0,11,85142.86,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORVQHLMOOCDEIJAH00855274,1.0,10,85142.86,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQWVHLLSSCDEIJAH00855417,1.0,46,161666.67,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TQRMNORRPHMOSQCDEIJAH00802259,1.0,16,0.0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORRPHMOSQCDEIJAH00802259,1.0,13,0.0,3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORRPHMOSQCDEIJAH00802259,1.0,10,0.0,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORRPHMOSQCDEIJAH00802259,1.0,9,0.0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORRPHMOSQCDEIJAH00802259,1.0,7,0.0,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORRPHMOSQCDEIJAH00802259,1.0,4,0.0,7,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNORVYHKMOTCDEIJAH00859867,1.0,51,0.0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVYHKMOTCDEIJAH00859867,1.0,27,0.0,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVYHKMOTCDEIJAH00859867,1.0,19,0.0,5,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORVQHLMOOCDEIJAH00855274,1.0,7,85142.86,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORVQHLMOOCDEIJAH00855274,1.0,2,85142.86,7,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNORQQHMKOMCDEIJAH00802649,1.0,70,0.0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TQRMNORXQHLLOPCDEIJAH00855058,1.0,79,0.0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORXQHLLOPCDEIJAH00855058,1.0,51,0.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORXQHLLOPCDEIJAH00855058,1.0,23,0.0,4,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORXQHLLOPCDEIJAH00855058,1.0,14,0.0,5,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPPTHMMOQCDEIJAH00802623,1.0,36,0.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPPTHMMOQCDEIJAH00802623,1.0,10,0.0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPPTHMMOQCDEIJAH00802623,1.0,8,0.0,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOPPTHMMOQCDEIJAH00802623,1.0,2,0.0,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNORPQHMNORCDEIJAH00802624,1.0,85,217500.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORPQHMNORCDEIJAH00802624,1.0,73,217500.0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORWPHLNOTCDEIJAH00859836,1.0,56,86000.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORWPHLNOTCDEIJAH00859836,1.0,39,86000.0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORWPHMMMPCDEIJAH00807534,1.0,39,85000.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORWPHMMMPCDEIJAH00807534,1.0,52,85000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORWPHMMMPCDEIJAH00807534,1.0,22,85000.0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TQRMNOSXWHKOMSCDEIJAH00859837,1.0,74,160000.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TQRMNOSXWHKOMSCDEIJAH00859837,1.0,73,160000.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQPSHKMOTCDEIJAH00859838,1.0,20,0.0,2,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQPSHKMOTCDEIJAH00859838,1.0,47,0.0,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORPVHLLPQCDEIJAH00855085,1.0,49,206666.67,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORPVHLLPQCDEIJAH00855085,1.0,47,206666.67,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORPVHLLPQCDEIJAH00855085,1.0,14,206666.67,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORVPHLKPRCDEIJAH00859839,1.0,28,445000.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORURHMMPMCDEIJAH00802551,1.0,71,213513.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORURHMMPMCDEIJAH00802551,1.0,73,213513.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOTVPHKMNQCDEIJAH00859907,1.0,9,0.0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOTVPHKMNQCDEIJAH00859907,1.0,3,0.0,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQTWHMLKSCDEIIAD00801862,1.0,56,63333.33,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQTWHMLKSCDEIIAD00801862,1.0,20,63333.33,2,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOQTWHMLKSCDEIIAD00801862,1.0,10,63333.33,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPTUHMLKRCDEIJAH00802634,1.0,49,773333.33,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPTUHMLKRCDEIJAH00802634,1.0,52,773333.33,2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPTUHMLKRCDEIJAH00802634,1.0,2,773333.33,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,62,134750.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,60,134750.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,19,134750.0,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,19,134750.0,4,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSTXHLLQLCDEIJAH00855182,1.0,68,114250.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOSTXHLLQLCDEIJAH00855182,1.0,57,114250.0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSTXHLLQLCDEIJAH00855182,1.0,26,114250.0,3,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSTXHLLQLCDEIJAH00855182,1.0,24,114250.0,4,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPUQHMNQMCDEIJAH00802562,1.0,48,71500.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPUQHMNQMCDEIJAH00802562,1.0,42,71500.0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOPUQHMNQMCDEIJAH00802562,1.0,20,71500.0,3,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPUQHMNQMCDEIJAH00802562,1.0,16,71500.0,4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQXTHKMPSCDEIJAH00859840,1.0,48,0.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQXTHKMPSCDEIJAH00859840,1.0,22,0.0,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQXTHKMPSCDEIJAH00859840,1.0,16,0.0,5,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPSQHKKLMCDEIIAD00859872,1.0,39,0.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPSQHKKLMCDEIIAD00859872,1.0,21,0.0,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPSQHKKLMCDEIIAD00859872,1.0,15,0.0,4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORRUHLOLSCDEIIAD00854854,1.0,20,235000.0,4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRUHLOLSCDEIIAD00854854,1.0,60,235000.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRUHLOLSCDEIIAD00854854,1.0,67,235000.0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSTQHLLMLCDEIIAD00859873,1.0,31,523625.0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSTQHLLMLCDEIIAD00859873,1.0,32,523625.0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOUYYHLLMRCDEIIAD00859874,1.0,66,0.0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOPYWHMKMUCDEIIAD00807041,1.0,46,0.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSTVHLOQUCDEIJAH00859911,1.0,31,100000.0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSTVHLOQUCDEIJAH00859911,1.0,15,100000.0,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSTVHLOQUCDEIJAH00859911,1.0,8,100000.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
